sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,astrocyte_of_the_cerebral_cortex,oligodendrocyte_precursor_cell,microglial_cell,oligodendrocyte,cerebral_cortex_endothelial_cell,vascular_leptomeningeal_cell,chandelier_pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron
Mixture1,0.11063157473180713,0.07355978209674234,0.03476266269123899,0.15584842032181115,0.06500101008854497,0.07728693139694912,0.07900253954391943,0.0,0.0,0.051930554194366894,0.03330666972030864,0.12297408174415232,0.009895317034550934,0.007465372932116231,0.021008598501031803,0.15732648500246002,0.0
Mixture2,0.06149959230426806,0.03546303947007323,0.02851917114998028,0.0,0.09082086866248404,0.05599290218741161,0.0,0.07815436897573985,0.12593704792301028,0.09252267961010816,0.0,0.050123296862035184,0.013025694945556991,0.010794819857320994,0.05983707701644374,0.1265962718719992,0.17071316916356835
Mixture3,0.0,0.03894295792904185,0.0,0.07023979875377548,0.07289580889344104,0.0,0.06398334741022903,0.10572917569858865,0.085037453719139,0.05160015644927272,0.066349913552701,0.052428133507900376,0.02220319271311007,0.00836229643343306,0.049171923349634744,0.19437836988105256,0.1186774717086804
Mixture4,0.06306258202826942,0.052370309667393596,0.04352034365995965,0.08939692682366336,0.0732639565106925,0.0572835133636823,0.06587350401901237,0.05516121946089145,0.05601852891876938,0.06738204614782323,0.04793201305158627,0.07647711678437064,0.010440767831163409,0.0053297281939475765,0.040366745133600904,0.10189355863386991,0.09422713977130395
Mixture5,0.04299639875105222,0.06621195185952268,0.03264042320993778,0.0,0.04744931536012123,0.044837137719611106,0.050993154172089716,0.09402780216896645,0.07370752286553804,0.053746862326875484,0.0655867796661072,0.07528369802264055,0.008772879002373335,0.0,0.048748572750995575,0.14800745873495044,0.1469900433892182
Mixture6,0.0,0.06643723937247488,0.025322492545210972,0.15874975469207495,0.07166322708901647,0.0,0.132342030315661,0.0904272709182227,0.060746034700641126,0.0655636930456869,0.04297626795171872,0.12433411876242487,0.01705884416837986,0.006564251856751454,0.03652030242111304,0.0,0.10129447216062311
Mixture7,0.0,0.07156741134827053,0.05382016155546517,0.08566395249271176,0.0,0.041515033507974475,0.06657816260929036,0.07595765860769468,0.08663045958583274,0.08579927241097929,0.042814008352184144,0.08293470367144831,0.009896887770344085,0.006222660706609599,0.05365905580560717,0.08728818373977905,0.14965238783580864
Mixture8,0.0479990370246022,0.046683120164235654,0.04405068343380266,0.11777427498278681,0.08073769929850397,0.055003987814749605,0.07813072517920178,0.08192511880257886,0.042079185243138646,0.04970471630545565,0.05183191408396999,0.04200603735116265,0.009855659696548103,0.010033209637170883,0.04732384546235306,0.0901367885270168,0.10472399699272265
Mixture9,0.09985157194477348,0.060734268829984346,0.03543283683232895,0.08891963643746423,0.09494929732354412,0.03600056362338848,0.10867318228802414,0.03890402899494447,0.1018369325456381,0.03802697798883902,0.03832707428404373,0.07058591562834823,0.017094341153986253,0.012075348008238142,0.0,0.10580950565748226,0.052778518458972024
Mixture10,0.09312917896891384,0.02959698582544605,0.042964868348350234,0.0,0.05857527049650746,0.0907676807463253,0.07008416617797564,0.07515083581575066,0.07567005008202805,0.06790996471416305,0.04752028761834286,0.06620160760553467,0.010249608899016724,0.006202179780750512,0.04936828816104404,0.155718698746207,0.060890328013643885
Mixture11,0.08996572738809183,0.060436086997776146,0.04301761927594188,0.0,0.07533391378520796,0.09303655347253668,0.1084937172609123,0.061158865772998686,0.11174795921909697,0.061511809495821156,0.033054380038422634,0.06068083208747227,0.01502535728354153,0.008219717328514689,0.0307624107429641,0.1475550498507012,0.0
Mixture12,0.10815403766917966,0.04617594168190528,0.0,0.1294728845818027,0.0473969246481837,0.0,0.10362723996068249,0.044602787281889766,0.05227707636868797,0.06277212512724228,0.028532006882666387,0.09414170296640074,0.009564545796698635,0.010551834351337138,0.0344576568426498,0.08796118568915244,0.14031205015152096
Mixture13,0.06884771325816105,0.023571773987132408,0.017374493685613168,0.11387354443631781,0.05092738572848626,0.059334910117569625,0.08251525396494756,0.06260430375698742,0.09617713820235516,0.058343780502118324,0.032371350201761066,0.10609276674011095,0.010683596259680727,0.004731578837048822,0.04290263971177853,0.10939161725202892,0.060256153357902124
Mixture14,0.07693431393056242,0.05941426501798043,0.0467612571142513,0.1172209957136628,0.0969828151632569,0.0,0.0,0.0,0.06725179077982643,0.069422224119626,0.04915823781377668,0.057448267510033055,0.008070258607757412,0.014348359871808297,0.05135167486657617,0.1632452208351808,0.12239031865570132
Mixture15,0.0987053274876473,0.07091571344889094,0.0,0.07243410981546775,0.09130542423670253,0.04696174088270256,0.09520460557251628,0.0,0.07219471436409168,0.0861588870169621,0.043088749708082554,0.09374656097877698,0.021216176373361637,0.006316128980659194,0.055871782255037236,0.14588007887910126,0.0
Mixture16,0.04314617092108803,0.06451893561588899,0.04341677626470932,0.1399462565320555,0.0,0.06849657878187204,0.09642627133545721,0.09532668208529298,0.0,0.07677904557903532,0.0555900846788633,0.1136066369186858,0.010023128388750645,0.008621018288905213,0.02706963007119488,0.15703278453820074,0.0
Mixture17,0.07604657566064991,0.023894992907408628,0.0,0.06426563971394877,0.0,0.07235593812030607,0.09524494721555629,0.07067843098601362,0.08750526704141319,0.031337332673619794,0.04899560291980742,0.0850795503942549,0.015493455830199815,0.011499285413828839,0.04910396205010119,0.1688114383723666,0.09968758070052497
Mixture18,0.05610943885002872,0.07349295043624705,0.0,0.10113185014134021,0.0,0.04812616373104824,0.06242895467930222,0.05204837737709241,0.09658541259314465,0.0879762557252675,0.055560234595786545,0.12153341099122167,0.011713214149139166,0.007478473149553273,0.0300754833436209,0.07426789396125749,0.12147188627595
Mixture19,0.07172363385339185,0.06260629337735393,0.05140167834090407,0.11684110854982292,0.08677848098690881,0.08468242708287842,0.0,0.0582376851768413,0.08643003200884239,0.0742811475979849,0.04680433369275565,0.0906250494957435,0.0,0.006847708830351036,0.03795202287110517,0.12478839813511605,0.0
Mixture20,0.09160055196838215,0.02656700118444364,0.04807707192411588,0.1353000379701577,0.05128128137846305,0.07905283164842898,0.07964465230594382,0.0990603554099021,0.0849741825001146,0.0,0.06882020878760038,0.05657438073255195,0.012444610390839144,0.008471838304643013,0.031233304989175915,0.12689769050523772,0.0
Mixture21,0.08881511262589871,0.025593509056822474,0.02236848616435431,0.10793787853099852,0.06782473049321706,0.057043296035212826,0.046313136753040454,0.06965469762225514,0.073083066154083,0.04755383301519802,0.04652201904192952,0.08852522905963331,0.00835765589271808,0.0,0.036693455015654824,0.11501482471309883,0.0986990698258849
Mixture22,0.08327962821984436,0.038682037952581995,0.027865325563197853,0.07048969217710269,0.10967395026024367,0.10222081416664562,0.0,0.05194418670979746,0.06826149214726772,0.05289702781732775,0.07536044291396299,0.11580964997628784,0.01757483318810831,0.009997251032206262,0.0,0.09714614234559289,0.07879752552983262
Mixture23,0.0970114580990974,0.06551915857606973,0.05133417420427299,0.0865486882259134,0.05899619426897061,0.0,0.12409714858136021,0.06400913158032584,0.10386945753492832,0.0,0.06304307493530219,0.1291090984115117,0.008496388775015356,0.0075272013924108615,0.034718094099895416,0.10572073131492594,0.0
Mixture24,0.07140974031250863,0.035179342561492376,0.044219260582094265,0.07324025302238245,0.10051700161544344,0.04082711332123353,0.054350364072186984,0.08402709530913674,0.06122619660187488,0.06449729321942353,0.035998985040674725,0.10472702501234743,0.00760231735189693,0.010391745009494023,0.0,0.08401484529280703,0.12777142167500305
Mixture25,0.11733823362738129,0.04745366832157072,0.029595787275568476,0.07894279436825331,0.0,0.08323765655689502,0.060329228820126306,0.058595688056405096,0.06451031400629366,0.03623505313811271,0.05958528898390916,0.08034621028296583,0.01895279094818133,0.005994294977219932,0.06029366989791535,0.11879178184149275,0.07979753889770912
Mixture26,0.05358462356119005,0.03901648674084971,0.025254047739599546,0.09169905998706,0.035816348305559166,0.08360366655939276,0.1104243857658645,0.07055424066670601,0.08528423888247694,0.0684552630623158,0.04154534666067186,0.07484723425128352,0.01714704210747163,0.005095123619493181,0.032695525574839804,0.11175287481547208,0.05322449169975345
Mixture27,0.08634278896705143,0.0,0.04345949632811336,0.0861907175858364,0.05858666328740254,0.0,0.06302859480998435,0.11483067649787314,0.05155336682197382,0.03725909089632819,0.0,0.06116839883476966,0.01613519719343569,0.006457740607453842,0.04124718832315848,0.14607240190463544,0.18766767794198372
Mixture28,0.13247726038789706,0.03806082908418595,0.031305751164721195,0.0,0.11084385946435889,0.11655425694563534,0.0,0.043427880934144306,0.06091466959497253,0.06235627727537823,0.0539934821269077,0.1300658113171563,0.015122430560653098,0.0,0.031586543144970704,0.07735881543636039,0.09593213256265834
Mixture29,0.11779357149792945,0.055737193028501865,0.056528340049942984,0.0879509325469008,0.10547044404298665,0.0,0.09788536164142123,0.059805710114747564,0.0904167910118623,0.0700367539011041,0.03419407329710075,0.11928410941494821,0.011651704697036995,0.009339611375554446,0.0,0.08390540337996263,0.0
Mixture30,0.06339206363904445,0.056657914578997576,0.037956146894951935,0.11529835422237551,0.06692981004773493,0.09179313965811735,0.0,0.0,0.0628409863351924,0.06021974962680408,0.04019387006949579,0.07145505193969626,0.010430972731737254,0.008059694355219226,0.023663076254631082,0.13528007378428053,0.15582909586172167
Mixture31,0.06601522590460242,0.034427934721287155,0.0,0.0835520592210058,0.11403893191506134,0.06123544506970738,0.10348725450942299,0.0546617948537656,0.05085430720365569,0.07759242517524884,0.038087675497452206,0.0,0.017470429815550404,0.0,0.05621810886503512,0.1396432893454214,0.1027151179027837
Mixture32,0.09842080191486709,0.0520803291512215,0.030600101591199868,0.11141580631321309,0.0,0.08494626935676998,0.06626073833917287,0.05988488719957399,0.057960263643731795,0.06685820915645471,0.048288886853193914,0.06484148103156777,0.014155833605770536,0.004766218320959716,0.028062242826085614,0.11645982348524649,0.09499810721097096
Mixture33,0.08438132525098906,0.052240025067308696,0.0,0.0,0.05208822504659511,0.06223977407703204,0.053063443775696204,0.0663580546511773,0.09431974239411071,0.05706990564684966,0.046648991186782826,0.12259529801220509,0.010757506653682969,0.01137946179946202,0.049156292626697955,0.1428850669213372,0.09481688689007317
Mixture34,0.09715815887685615,0.06654661530749996,0.04918400068300414,0.09632160829820956,0.08856247208534583,0.08558706644430233,0.0,0.08673622184196203,0.05052785677645132,0.050930538362049894,0.026034606271865084,0.09211139944797883,0.012427656373402304,0.0,0.0,0.11123489644205027,0.08663690278902222
Mixture35,0.08728528811844412,0.03865005969045009,0.0327653830699386,0.0,0.06723645365642958,0.10791941609478745,0.11219045676936988,0.08585226621300869,0.09644103317486234,0.0560925390393358,0.07468489842436371,0.049569353513015904,0.007809414449539274,0.010420579985149035,0.05767870250879654,0.11540415529250904,0.0
Mixture36,0.0,0.0,0.030551312108894835,0.08084129206260272,0.1007917417812028,0.09037987948600346,0.11357622632651687,0.05404567791484528,0.06278634313529491,0.06989781427775255,0.047131183972427944,0.11098822000871099,0.013386605844649194,0.006258942709303484,0.041424446665714994,0.1779403137060799,0.0
