sample_id,classical_monocyte,memory_B_cell,erythrocyte,plasma_cell,platelet,neutrophil
Mixture1,0.49236512746172884,0.08947351819899198,0.24525264076734804,0.12419241974156228,0.04871629383036891,0.0
Mixture2,0.2599843823172961,0.11633825961740044,0.0,0.05877411276563093,0.07018556730203383,0.49471767799763866
Mixture3,0.0,0.09656011527850274,0.3128163340177936,0.08796814052540423,0.05291598598220433,0.4497394241960952
Mixture4,0.1366866722785732,0.06539325985321277,0.2662624651084261,0.07012235196524251,0.020660269947416834,0.4408749808471285
Mixture5,0.36371233193382224,0.0746430144729335,0.2715149273049389,0.047377931587925706,0.03914204144925979,0.20360975325111977
Mixture6,0.22288639311632566,0.05777405225766479,0.13866265047074613,0.0,0.05071218552276269,0.5299647186325007
Mixture7,0.38332904631479375,0.08046039092646227,0.16670454869403908,0.0708699417325917,0.028419021609936583,0.2702170507221766
Mixture8,0.20138396247429685,0.11029548626542066,0.15457835579414617,0.08860393041746656,0.05217804038934372,0.392960224659326
Mixture9,0.18103885070095935,0.0,0.3459121882368201,0.1303452847140982,0.04897999295108004,0.2937236833970423
Mixture10,0.3047427260611564,0.16081114545435013,0.37776967821235496,0.09000425315820496,0.06667219711393363,0.0
Mixture11,0.14111565584541927,0.11418510225186343,0.26487868893853767,0.037506101410689954,0.033709050539445715,0.408605401014044
Mixture12,0.22548972612542573,0.04777654406608112,0.1909693402494022,0.04829516205936992,0.03586893740263116,0.4516002900970898
Mixture13,0.2874511290192551,0.08844016819331454,0.23809450385699263,0.07115024615137716,0.017855900745174305,0.2970080520338862
Mixture14,0.46309555660991886,0.16420400976978228,0.2494514547161039,0.07815578753996179,0.04509319136423328,0.0
Mixture15,0.37300674795924577,0.07714818493104675,0.0,0.07878245537170815,0.026807254626121196,0.44425535711187814
Mixture16,0.0,0.14341829719241972,0.39859259671753466,0.07238156589273474,0.0782770504961664,0.3073304897011445
Mixture17,0.17975022245493638,0.1378379904468222,0.10815489637862948,0.05937292608835212,0.05470938888661648,0.4601745757446433
Mixture18,0.18559322940623554,0.11828791788191087,0.3206503247136339,0.072488715244244,0.024228053745113585,0.2787517590088622
Mixture19,0.29380976836360934,0.09393896595979659,0.26627191214842777,0.05583940890487261,0.0,0.2901399446232937
Mixture20,0.33682776262994946,0.11888752198411358,0.19369303020871861,0.08165608667822687,0.021270349369103447,0.24766524912988802
Mixture21,0.15333710873847892,0.1255755731208894,0.14237866471188876,0.07298820001983866,0.0,0.5057204534089043
Mixture22,0.3228594134671206,0.0889291565642361,0.24823728727561076,0.03141056211072473,0.03387769034874304,0.2746858902335648
Mixture23,0.2714490525619565,0.0,0.22145451789045245,0.07206965543153936,0.03778172916117606,0.39724504495487567
Mixture24,0.22386111349001092,0.07086885086859823,0.2781893004718721,0.0,0.04766956690595642,0.37941116826356236
Mixture25,0.3160144135841208,0.12742775689777192,0.0,0.056186633306628,0.05355030104840461,0.4468208951630747
Mixture26,0.14116856829591712,0.08227199870069188,0.16893563659511412,0.07212296740800833,0.04615839160578766,0.48934243739448086
Mixture27,0.17122385713894714,0.04932052965531758,0.24935723921797023,0.04562457385213886,0.0,0.4844738001356262
Mixture28,0.3093962322993412,0.09928283459189588,0.2180997704099051,0.0,0.051758251924636005,0.32146291077422184
Mixture29,0.45895543688331664,0.07009867497290542,0.0,0.10087682832891766,0.06693185907072617,0.30313720074413414
Mixture30,0.178935073310111,0.16946157780473725,0.27468400099139534,0.0696753271406451,0.036239516253291845,0.27100450449981944
Mixture31,0.5036181832699301,0.10256667092364222,0.21132712827038222,0.13295718009526458,0.04953083744078078,0.0
Mixture32,0.2134273888740605,0.0,0.2704093776803444,0.06926528881357434,0.04408697089669321,0.4028109737353276
Mixture33,0.39113205818809965,0.0912182537353079,0.19794541894023512,0.049795270596125395,0.04377878994307542,0.22613020859715657
Mixture34,0.2123564867798224,0.08880832252727468,0.1859658050303345,0.07154953984294883,0.0,0.4413198458196196
Mixture35,0.2984715187996633,0.06264961844114582,0.14290325212994953,0.052336265371800736,0.03722498012858814,0.40641436512885254
Mixture36,0.26935533031802367,0.0,0.1681994649176559,0.072499774603634,0.060341004731489546,0.42960442542919686
Mixture37,0.30009509301228293,0.07679506683743918,0.23485183924279338,0.09768643781223287,0.07266505436952322,0.21790650872572834
Mixture38,0.35286192341132266,0.17447090106016286,0.1652391797811635,0.0,0.052054967196564356,0.25537302855078664
Mixture39,0.33514912496303484,0.09671231531183891,0.28256485905997974,0.0,0.034123549742211184,0.2514501509229353
Mixture40,0.40404227532532794,0.12162327225200517,0.13292313030321407,0.043558374976504076,0.02611669644655528,0.27173625069639346
Mixture41,0.2634022237150089,0.09335607224721197,0.18259175981566445,0.061608862680139403,0.044810353978418524,0.3542307275635568
Mixture42,0.17570960550673584,0.1218524242289905,0.22042369397243355,0.0,0.05417647001339043,0.42783780627844964
Mixture43,0.1861094146156077,0.091904070204074,0.17922174831579388,0.047337952263750274,0.061346439156416584,0.43408037544435757
Mixture44,0.23785603513517806,0.13401888404226875,0.3043861982490616,0.0,0.03620259281878252,0.28753628975470913
Mixture45,0.0,0.10826104518442534,0.1432945262666618,0.06763352491238746,0.051801016361821925,0.6290098872747035
Mixture46,0.32542714823971974,0.05198034345914473,0.15045680140909604,0.08388511898682986,0.043555384371272585,0.34469520353393707
Mixture47,0.2708101934667496,0.10650073936832041,0.33106051820344357,0.0,0.05316196092778246,0.238466588033704
Mixture48,0.476370265998097,0.20048234594405387,0.16585647483573027,0.08762054247328699,0.06967037074883188,0.0
Mixture49,0.2857189260101231,0.0,0.13830360844359768,0.0514960876459402,0.03378709573865999,0.490694282161679
Mixture50,0.3296993957758113,0.08124719445132343,0.2753915709852827,0.03843154985451243,0.04072619572192725,0.23450409321114288
Mixture51,0.2640151534098889,0.05860594421272783,0.19736690795313006,0.0,0.061000783754207574,0.41901121067004554
Mixture52,0.5649886508066658,0.08346052878147887,0.17869366464489878,0.13764595206576258,0.035211203701194,0.0
Mixture53,0.24791023184283248,0.05352482700438021,0.2540724474025097,0.029489767446436183,0.03558275132372544,0.37941997498011604
Mixture54,0.21414772811300428,0.05108161807179036,0.2623293993249742,0.03281385596562287,0.03455746409630329,0.4050699344283051
Mixture55,0.38680472445860903,0.0811391704193206,0.13681864271480068,0.06868911440229336,0.025138780688151296,0.301409567316825
Mixture56,0.24972012703395083,0.09619302970272002,0.14302174489552974,0.09153597267018135,0.0,0.4195291256976181
Mixture57,0.24375315272470274,0.07645155460131775,0.27784065140459296,0.04666346932853133,0.051785120357774425,0.30350605158308075
Mixture58,0.19443790700424374,0.10252741964977152,0.0,0.10342739465696754,0.07104516782392847,0.5285621108650888
Mixture59,0.3454943524434056,0.0,0.3010035783150159,0.03442373434888939,0.030216700811441854,0.2888616340812472
Mixture60,0.0,0.16338819712560812,0.38783189593530526,0.07109965649474487,0.029468773943710082,0.34821147650063167
Mixture61,0.3303139629048451,0.0886548339694841,0.19543071092377923,0.07699807766657814,0.041005586941125396,0.26759682759418807
Mixture62,0.2649265900381431,0.1072834993951276,0.2753705697991506,0.08043185372400831,0.03609616835246836,0.23589131869110205
Mixture63,0.4010793259117309,0.10916645332590239,0.30166125393435356,0.08004313632306996,0.10804983050494325,0.0
Mixture64,0.27588097335828016,0.12331527403027943,0.21235903810816073,0.06978481710336785,0.02281305460732399,0.2958468427925879
Mixture65,0.2501439445487889,0.1567349261544363,0.2102866402642888,0.05203088548825582,0.028649024922040557,0.3021545786221897
Mixture66,0.21355446866084715,0.08412837565067854,0.0,0.06529852088418313,0.06451268850189418,0.5725059463023969
Mixture67,0.27942435470793653,0.1978791254208814,0.3591084940018325,0.11804438471564956,0.045543641153700055,0.0
Mixture68,0.38063217674704514,0.06632219008271471,0.14648403169239002,0.06814221101124626,0.03038316051603597,0.3080362299505679
Mixture69,0.12499786248678561,0.07493121625250644,0.275247904241121,0.04012265542234672,0.028787097465626157,0.4559132641316139
Mixture70,0.2678037788399152,0.0,0.26314350615976917,0.05525698398769582,0.05273160245754005,0.36106412855507986
Mixture71,0.16157024977892923,0.0613250602014144,0.27440293101803115,0.060000073642024386,0.0,0.44270168535960075
Mixture72,0.25834320869039146,0.0935766307665816,0.22301846876770795,0.0,0.048633122867318634,0.37642856890800036
Mixture73,0.183966386706842,0.0,0.23121813548264603,0.07978918943793673,0.05992533169483347,0.4451009566777418
Mixture74,0.2916140545113419,0.10664625325003407,0.31260406612872854,0.04470886577598486,0.05268113008307642,0.19174563025083416
Mixture75,0.2981614984474896,0.09418836565558171,0.1731283898096543,0.05847398833816698,0.02370464187081118,0.35234311587829614
Mixture76,0.3221862520538224,0.1655101045877963,0.3534135040537784,0.0810843383040064,0.0778058010005964,0.0
Mixture77,0.21685219359116778,0.05511458293033396,0.2803581473647959,0.07630666204860372,0.04828810001971847,0.32308031404538007
Mixture78,0.0,0.14752013641011832,0.42575172126694116,0.08277307469928676,0.05061645952629631,0.29333860809735746
Mixture79,0.18192592442210445,0.059451732237747607,0.11632096662817616,0.07190741217595649,0.027428821450321342,0.542965143085694
Mixture80,0.30603646375917076,0.07704670228353534,0.2311204746938499,0.0,0.027341046136894316,0.35845531312654966
Mixture81,0.2903494856176786,0.10082631878344496,0.27605646705269665,0.05014765272535771,0.05178482962389352,0.23083524619692858
Mixture82,0.20725796942807873,0.05463618314971127,0.26288081565943355,0.05921764356241604,0.03346197749220576,0.3825454107081547
Mixture83,0.41854265258637996,0.15878515387661513,0.0,0.11411421327925576,0.026610837553070556,0.2819471427046786
Mixture84,0.2749561538476175,0.05257830037999197,0.1518566178905852,0.060136859785043746,0.052833490353723464,0.4076385777430381
Mixture85,0.4241084599420063,0.15718616048068781,0.16485113928350653,0.04092652204545548,0.0,0.21292771824834397
Mixture86,0.3584763267681122,0.08295213757628495,0.17361949239639995,0.0,0.03284070935157928,0.35211133390762367
Mixture87,0.22060179771435656,0.07899359352517644,0.2539111127194983,0.041500645854909736,0.024336300080897693,0.3806565501051613
Mixture88,0.27972953687726293,0.08616201334014252,0.2760195599274195,0.0,0.04188139080652021,0.31620749904865475
Mixture89,0.0,0.1625753351104769,0.2842221366574373,0.13877627158020514,0.09903887948780947,0.31538737716407117
Mixture90,0.12553737024101505,0.11262742856934083,0.23625183481345413,0.05277874001612384,0.0375540526394814,0.4352505737205848
Mixture91,0.2880001937905923,0.0,0.3103738262946442,0.11618184561025204,0.055032763612710686,0.2304113706918009
Mixture92,0.34929929766829354,0.06172363760072817,0.26929345043871716,0.06463956221013291,0.037460672986440485,0.21758337909568776
Mixture93,0.1998601720324163,0.0,0.3465843269078575,0.043686004237314904,0.06723116342054829,0.34263833340186295
Mixture94,0.2311877709776353,0.14847732077407277,0.18640985982128866,0.0410222637341701,0.04696553884377187,0.3459372458490613
Mixture95,0.2008621659379689,0.0,0.30538949609140287,0.07707663999979046,0.0274284127407162,0.38924328523012164
Mixture96,0.15135996726069625,0.0,0.23995934116692044,0.07007710527310754,0.025577912291954916,0.5130256740073208
Mixture97,0.22966765179222645,0.08806062042861533,0.19676442388102883,0.07379001708033872,0.029580916248013293,0.3821363705697774
Mixture98,0.1690092085778457,0.10218241315923376,0.2591528970047529,0.05315226152007167,0.026202327737368164,0.39030089200072776
Mixture99,0.23807286113460333,0.07390157030307096,0.17281865487408835,0.0631006063133626,0.049728927667190226,0.40237737970768456
Mixture100,0.349951317256013,0.0721627486716211,0.23678747353311122,0.07843060692924032,0.03599942102639596,0.2266684325836184
